study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA301002	SAMN04229134	SRS1153560	SRX1420397	SRR2906246	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906246/SRR2906246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906246/SRR2906246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906246/SRR2906246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906246/SRR2906246_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906246	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906246		
PRJNA301002	SAMN04229135	SRS1153557	SRX1420398	SRR2906247	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906247/SRR2906247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906247/SRR2906247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906247/SRR2906247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906247/SRR2906247_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906247	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906247		
PRJNA301002	SAMN04229057	SRS1153558	SRX1420399	SRR2906248	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906248/SRR2906248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906248/SRR2906248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906248/SRR2906248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906248/SRR2906248_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906248	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906248		
PRJNA301002	SAMN04229136	SRS1153556	SRX1420400	SRR2906249	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906249/SRR2906249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906249/SRR2906249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906249/SRR2906249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906249/SRR2906249_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906249	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906249		
PRJNA301002	SAMN04229137	SRS1153555	SRX1420401	SRR2906250	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906250/SRR2906250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906250/SRR2906250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906250/SRR2906250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906250/SRR2906250_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906250	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906250		
PRJNA301002	SAMN04229138	SRS1153553	SRX1420402	SRR2906251	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906251/SRR2906251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906251/SRR2906251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906251/SRR2906251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906251/SRR2906251_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906251	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906251		
PRJNA301002	SAMN04229139	SRS1153554	SRX1420403	SRR2906252	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906252/SRR2906252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906252/SRR2906252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906252/SRR2906252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906252/SRR2906252_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906252	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906252		
PRJNA301002	SAMN04229140	SRS1153552	SRX1420404	SRR2906253	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906253/SRR2906253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906253/SRR2906253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906253/SRR2906253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906253/SRR2906253_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906253	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906253		
PRJNA301002	SAMN04229141	SRS1153551	SRX1420405	SRR2906254	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906254/SRR2906254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906254/SRR2906254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906254/SRR2906254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906254/SRR2906254_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906254	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906254		
PRJNA301002	SAMN04229142	SRS1153550	SRX1420406	SRR2906255	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906255/SRR2906255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906255/SRR2906255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906255/SRR2906255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906255/SRR2906255_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906255	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906255		
PRJNA301002	SAMN04229058	SRS1153549	SRX1420407	SRR2906256	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906256/SRR2906256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906256/SRR2906256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906256/SRR2906256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906256/SRR2906256_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906256	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906256		
PRJNA301002	SAMN04229143	SRS1153548	SRX1420408	SRR2906257	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906257/SRR2906257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906257/SRR2906257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906257/SRR2906257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906257/SRR2906257_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906257	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906257		
PRJNA301002	SAMN04229144	SRS1153547	SRX1420409	SRR2906258	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906258/SRR2906258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906258/SRR2906258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906258/SRR2906258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906258/SRR2906258_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906258	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906258		
PRJNA301002	SAMN04229145	SRS1153546	SRX1420410	SRR2906259	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906259/SRR2906259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906259/SRR2906259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906259/SRR2906259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906259/SRR2906259_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906259	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906259		
PRJNA301002	SAMN04229146	SRS1153545	SRX1420411	SRR2906260	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906260/SRR2906260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906260/SRR2906260_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906260/SRR2906260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906260/SRR2906260_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906260	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906260		
PRJNA301002	SAMN04229147	SRS1153544	SRX1420412	SRR2906261	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906261/SRR2906261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906261/SRR2906261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906261/SRR2906261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906261/SRR2906261_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906261	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906261		
PRJNA301002	SAMN04229148	SRS1153543	SRX1420413	SRR2906262	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906262/SRR2906262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906262/SRR2906262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906262/SRR2906262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906262/SRR2906262_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906262	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906262		
PRJNA301002	SAMN04229149	SRS1153542	SRX1420414	SRR2906263	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906263/SRR2906263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906263/SRR2906263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906263/SRR2906263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906263/SRR2906263_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906263	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906263		
PRJNA301002	SAMN04229150	SRS1153541	SRX1420415	SRR2906264	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906264/SRR2906264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906264/SRR2906264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906264/SRR2906264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906264/SRR2906264_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906264	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906264		
PRJNA301002	SAMN04229151	SRS1153540	SRX1420416	SRR2906265	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906265/SRR2906265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906265/SRR2906265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906265/SRR2906265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906265/SRR2906265_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906265	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906265		
PRJNA301002	SAMN04229152	SRS1153539	SRX1420417	SRR2906266	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906266/SRR2906266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906266/SRR2906266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906266/SRR2906266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906266/SRR2906266_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906266	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906266		
PRJNA301002	SAMN04229153	SRS1153538	SRX1420418	SRR2906267	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906267/SRR2906267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906267/SRR2906267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906267/SRR2906267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906267/SRR2906267_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906267	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906267		
PRJNA301002	SAMN04229154	SRS1153537	SRX1420419	SRR2906268	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906268/SRR2906268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906268/SRR2906268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906268/SRR2906268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906268/SRR2906268_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906268	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906268		
PRJNA301002	SAMN04229155	SRS1153536	SRX1420420	SRR2906269	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906269/SRR2906269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906269/SRR2906269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906269/SRR2906269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906269/SRR2906269_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906269	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906269		
PRJNA301002	SAMN04229156	SRS1153535	SRX1420421	SRR2906270	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906270/SRR2906270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906270/SRR2906270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906270/SRR2906270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906270/SRR2906270_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906270	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906270		
PRJNA301002	SAMN04229157	SRS1153534	SRX1420422	SRR2906271	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906271/SRR2906271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906271/SRR2906271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906271/SRR2906271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906271/SRR2906271_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906271	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906271		
PRJNA301002	SAMN04229158	SRS1153533	SRX1420423	SRR2906272	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906272/SRR2906272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906272/SRR2906272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906272/SRR2906272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906272/SRR2906272_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906272	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906272		
PRJNA301002	SAMN04229159	SRS1153532	SRX1420424	SRR2906273	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906273/SRR2906273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906273/SRR2906273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906273/SRR2906273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906273/SRR2906273_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906273	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906273		
PRJNA301002	SAMN04229160	SRS1153531	SRX1420425	SRR2906274	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906274/SRR2906274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906274/SRR2906274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906274/SRR2906274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906274/SRR2906274_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906274	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906274		
PRJNA301002	SAMN04229161	SRS1153530	SRX1420426	SRR2906275	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906275/SRR2906275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906275/SRR2906275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906275/SRR2906275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906275/SRR2906275_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906275	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906275		
PRJNA301002	SAMN04229162	SRS1153529	SRX1420427	SRR2906276	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906276/SRR2906276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906276/SRR2906276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906276/SRR2906276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906276/SRR2906276_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906276	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906276		
PRJNA301002	SAMN04229163	SRS1153528	SRX1420428	SRR2906277	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906277/SRR2906277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906277/SRR2906277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906277/SRR2906277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906277/SRR2906277_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906277	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906277		
PRJNA301002	SAMN04229164	SRS1153527	SRX1420429	SRR2906278	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906278/SRR2906278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906278/SRR2906278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906278/SRR2906278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906278/SRR2906278_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906278	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906278		
PRJNA301002	SAMN04229165	SRS1153526	SRX1420430	SRR2906279	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906279/SRR2906279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906279/SRR2906279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906279/SRR2906279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906279/SRR2906279_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906279	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906279		
PRJNA301002	SAMN04229166	SRS1153525	SRX1420431	SRR2906280	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906280/SRR2906280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906280/SRR2906280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906280/SRR2906280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906280/SRR2906280_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906280	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906280		
PRJNA301002	SAMN04229167	SRS1153524	SRX1420432	SRR2906281	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906281/SRR2906281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906281/SRR2906281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906281/SRR2906281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906281/SRR2906281_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906281	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906281		
PRJNA301002	SAMN04229168	SRS1153523	SRX1420433	SRR2906282	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906282/SRR2906282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906282/SRR2906282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906282/SRR2906282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906282/SRR2906282_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906282	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906282		
PRJNA301002	SAMN04229169	SRS1153522	SRX1420434	SRR2906283	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906283/SRR2906283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906283/SRR2906283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906283/SRR2906283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906283/SRR2906283_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906283	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906283		
